Closed Quarter,Closed Month,Closed Week,Closed Day,Case Id,Analyst,Category,Language,Start date,Blocked,Cust Time Hours,Agent Time Hours,Consult,Closing Channel,Opening Channel,Complexity,Incoming Messages,Vendor Team,Product,Total Resolution Time x Blocked By,Num Outgoing Emails,Total Resolution Time Incl Weekends Hours,Total time to Assign in Hours,Time for First Response in Hours,Consult Total Resolution Time,Total Resolution Time WITHOUT WEEKENDS,Manual Followup Count,OverallSat,Case Region,PL,SM,Start (IST) Time,Day,Hour,Agentime/Itr.
2018-04-01,2018-04-01,2018-04-22,2018-04-26,6-874021866,sandepudiv,Administration,en,2018-04-12,FALSE,292.30,43.02,TRUE,EMAIL,EMAIL,Medium,4,HCL HYD MON,Monetization,341.01,9,341.01,1.11,7.08,5.70,245.01,3,,EMEA,jjonnalagadda,ashwint,2018-04-12 18:02:18,Thu,18,4.78
2018-04-01,2018-05-01,2018-05-27,2018-05-29,5-431522239,smaekawa,Order & Line Item Delivery (Adserving),ja,2018-05-14,FALSE,311.83,27.48,FALSE,EMAIL,EMAIL,Medium,7,HCL JAP PLAT,Platforms,339.32,10,339.32,0.25,3.36,0.00,243.32,2,,JAPAN,nkone,saikarthik,2018-05-15 10:12:12,Tue,10,2.75
2018-04-01,2018-04-01,2018-04-22,2018-04-23,2-390621674,nwalnekar,Programmatic Direct (Deals),en,2018-04-09,FALSE,289.49,33.33,TRUE,EMAIL,EMAIL,Medium,4,HCL HYD PLAT,Platforms,339.02,8,339.02,1.63,6.05,16.20,243.02,2,,NA,pampara,vipinnair,2018-04-09 20:30:41,Mon,20,4.17
2018-04-01,2018-05-01,2018-05-13,2018-05-16,7-666822105,nwalnekar,Video,en,2018-05-02,FALSE,183.52,96.55,TRUE,EMAIL,EMAIL,Medium,8,HCL HYD PLAT,Platforms,338.92,14,338.92,0.54,3.82,58.84,242.92,5,,NA,pampara,vipinnair,2018-05-03 2:42:51,Thu,2,6.90
2018-04-01,2018-05-01,2018-05-27,2018-05-31,3-975722343,pbharathi,Order & Line Item Delivery (Adserving),en,2018-05-17,FALSE,214.00,92.78,TRUE,EMAIL,EMAIL,Easy,7,HCL HYD PLAT,Platforms,338.90,12,338.90,1.39,8.48,32.11,242.90,4,,EMEA,vereddy,sgangadhari,2018-05-17 14:52:06,Thu,14,7.73
2018-04-01,2018-06-01,2018-06-03,2018-06-06,4-589522219,nayaka,Formats & Creative Trafficking,en,2018-05-23,TRUE,261.06,57.07,TRUE,EMAIL,CHAT,Hard,5,HCL HYD PLAT,Consult - Platforms,338.01,13,338.70,0.01,0.01,19.88,242.70,3,,NA,nayaka,sbalasundaram,2018-05-23 22:21:04,Wed,22,4.39
2018-04-01,2018-04-01,2018-04-15,2018-04-20,8-638121656,miizuka,Inventory Management,ja,2018-04-05,FALSE,304.82,32.42,FALSE,EMAIL,EMAIL,Medium,5,HCL JAP PLAT,Platforms,337.24,11,337.24,0.28,2.03,0.00,241.24,2,100,JAPAN,nkone,saikarthik,2018-04-06 12:26:25,Fri,12,2.95
2018-04-01,2018-04-01,2018-04-15,2018-04-16,5-488921587,zahmedkhan,Reporting,en,2018-04-02,FALSE,284.56,52.67,FALSE,EMAIL,EMAIL,Easy,11,HCL HYD PLAT,Platforms,337.23,12,337.23,0.06,8.05,0.00,241.23,5,,APAC,mrengarajan,vsunda,2018-04-03 10:18:50,Tue,10,4.39
2018-04-01,2018-05-01,2018-05-13,2018-05-18,7-690621939,nriccobelli,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",es,2018-05-04,FALSE,289.13,45.89,TRUE,EMAIL,EMAIL,Easy,10,HCL SAO MON,Monetization,337.07,10,337.07,0.83,2.32,2.04,241.07,1,,LATAM,kvennamaneni,saikarthik,2018-05-04 22:27:10,Fri,22,4.59
2018-04-01,2018-04-01,2018-04-01,2018-04-04,8-853221685,vbandlapalli,Programmatic Direct (Deals),en,2018-03-21,FALSE,221.45,104.66,TRUE,EMAIL,EMAIL,Medium,13,HCL HYD MON,Monetization,337.04,14,337.04,20.16,26.57,10.93,241.04,5,,NA,arghyamitra,mshabbir,2018-03-22 1:55:41,Thu,1,7.48
2018-04-01,2018-04-01,2018-04-08,2018-04-10,9-663121581,abandela,Video,en,2018-03-27,FALSE,239.48,84.37,TRUE,EMAIL,EMAIL,Easy,9,HCL HYD PLAT,Platforms,337.03,15,337.03,0.85,2.67,13.18,241.03,6,,EMEA,enagabushanam,sgangadhari,2018-03-27 19:16:55,Tue,19,5.62
2018-04-01,2018-04-01,2018-04-08,2018-04-09,9-724421599,saikarthik,Order & Line Item Delivery (Adserving),pt-BR,2018-03-26,FALSE,157.64,179.25,FALSE,EMAIL,CHAT,Easy,12,HCL SAO MON,Consult - Monetization,336.89,10,336.89,0.01,0.01,0.00,240.89,3,,LATAM,saikarthik,saikarthik,2018-03-27 1:39:26,Tue,1,17.92
2018-04-01,2018-04-01,2018-04-15,2018-04-20,1-856221617,nayaka,Formats & Creative Trafficking,en,2018-04-06,FALSE,313.34,23.35,FALSE,EMAIL,EMAIL,Easy,12,HCL HYD PLAT,Platforms,336.70,13,336.70,0.13,1.61,0.00,240.70,3,100,NA,nayaka,sbalasundaram,2018-04-07 5:02:21,Sat,5,1.80
2018-04-01,2018-05-01,2018-05-06,2018-05-06,1-633922012,jkunjumon,Administration,en,2018-04-22,FALSE,303.13,33.56,FALSE,EMAIL,EMAIL,Easy,12,HCL HYD PLAT,Platforms,336.69,9,336.69,0.06,2.22,0.00,240.00,1,,APAC,susaurabh,vsunda,2018-04-23 8:21:39,Mon,8,3.73
2018-04-01,2018-06-01,2018-06-03,2018-06-08,5-791922253,pampara,Programmatic Direct (Deals),en,2018-05-25,FALSE,236.18,86.43,TRUE,EMAIL,EMAIL,Medium,7,HCL HYD PLAT,Platforms,336.53,10,336.53,0.16,6.81,13.92,240.53,4,,NA,pampara,vipinnair,2018-05-26 1:42:46,Sat,1,8.64
2018-04-01,2018-06-01,2018-05-27,2018-06-01,1-090322167,mpiechula,Reporting,de,2018-05-18,FALSE,239.57,94.84,TRUE,EMAIL,EMAIL,Easy,4,HCL KRK PLAT,Platforms,335.98,6,335.98,0.09,5.54,1.57,239.98,2,,KRAKOW,hmatos,hmatos,2018-05-18 15:30:13,Fri,15,15.81
2018-04-01,2018-04-01,2018-04-01,2018-04-05,9-645321297,avenkataraman,Order & Line Item Delivery (Adserving),en,2018-03-22,FALSE,129.81,90.88,TRUE,EMAIL,EMAIL,Easy,6,HCL HYD PLAT,Consult - Platforms,334.51,10,334.51,0.00,7.64,106.19,238.51,3,,EMEA,enagabushanam,sgangadhari,2018-03-22 16:59:26,Thu,16,9.09
2018-04-01,2018-04-01,2018-04-15,2018-04-15,0-689921879,riyazmohammed,Order & Line Item Delivery (Adserving),en,2018-04-02,FALSE,256.97,77.00,TRUE,EMAIL,EMAIL,Easy,6,HCL HYD PLAT,Platforms,334.39,10,334.39,0.02,5.87,0.42,238.75,3,,APAC,mrengarajan,vsunda,2018-04-02 13:45:03,Mon,13,7.70
2018-04-01,2018-05-01,2018-05-27,2018-05-30,2-149922455,vipinnair,Video,en,2018-05-16,TRUE,276.61,57.54,FALSE,EMAIL,EMAIL,Medium,7,HCL HYD PLAT,Platforms,334.15,8,334.22,0.00,4.20,0.00,238.22,1,,NA,vipinnair,vipinnair,2018-05-17 6:09:59,Thu,6,7.19
2018-04-01,2018-06-01,2018-06-10,2018-06-13,6-469122546,mimohammed,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-30,FALSE,237.05,90.44,TRUE,EMAIL,EMAIL,Medium,7,HCL HYD MON,Monetization,333.94,9,333.94,0.00,49.27,6.44,237.94,2,,NA,jjaleel,mshabbir,2018-05-31 4:30:08,Thu,4,10.05
2018-04-01,2018-04-01,2018-04-08,2018-04-09,8-608921601,ntomar,Policy,en,2018-03-26,FALSE,304.75,27.34,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Monetization,333.82,6,333.82,0.00,1.73,0.00,237.82,2,,EMEA,jjonnalagadda,ashwint,2018-03-26 20:02:57,Mon,20,4.56
2018-04-01,2018-05-01,2018-05-13,2018-05-15,8-284721883,pyasheng,Publisher Controls,ko,2018-05-02,FALSE,234.08,72.27,TRUE,EMAIL,EMAIL,null,8,HCL CHN PLAT,Monetization,333.73,9,333.73,0.57,1.16,27.39,237.73,1,100,CHINA,nkone,saikarthik,2018-05-02 12:36:22,Wed,12,8.03
2018-04-01,2018-04-01,2018-04-01,2018-04-02,7-104621465,sandepudiv,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-03-19,FALSE,259.36,74.10,FALSE,EMAIL,EMAIL,Medium,9,HCL HYD MON,Monetization,333.45,9,333.45,1.06,4.00,0.00,237.45,2,,EMEA,aaluguri,ashwint,2018-03-19 21:56:04,Mon,21,8.23
2018-04-01,2018-05-01,2018-04-29,2018-05-01,9-021821923,domar,Order & Line Item Delivery (Adserving),en,2018-04-18,FALSE,239.85,58.72,TRUE,EMAIL,EMAIL,Medium,7,HCL HYD PLAT,Consult - Platforms,333.26,12,333.26,0.00,5.73,34.56,237.26,4,,APAC,mrengarajan,vsunda,2018-04-18 14:14:51,Wed,14,4.89
2018-04-01,2018-05-01,2018-04-29,2018-05-01,1-055621842,akudo,Account Management,en,2018-04-17,FALSE,164.58,168.15,FALSE,EMAIL,EMAIL,null,7,HCL JAP PLAT,Monetization,332.73,3,332.73,7.57,157.24,0.00,236.73,1,,JAPAN,nkone,saikarthik,2018-04-17 16:37:33,Tue,16,56.05
2018-04-01,2018-06-01,2018-06-10,2018-06-12,3-774322404,msaheb,Video - DAI/Truman,en,2018-05-30,FALSE,73.91,155.06,TRUE,EMAIL,CHAT,Medium,7,HCL HYD PLAT,Consult - Platforms,332.63,12,332.63,0.01,0.01,103.66,236.63,4,,APAC,mrengarajan,vsunda,2018-05-30 15:15:07,Wed,15,12.92
2018-04-01,2018-06-01,2018-06-17,2018-06-17,1-461822509,roneeca,Policy,en,2018-06-04,FALSE,69.66,83.94,TRUE,EMAIL,EMAIL,Medium,8,HCL HYD MON,Monetization,331.83,8,331.83,0.00,2.91,178.23,236.41,1,,APAC,ldaram,larasur,2018-06-04 16:05:13,Mon,16,10.49
2018-04-01,2018-04-01,2018-04-08,2018-04-12,8-050821634,vinjamuriki,Tagging,en,2018-03-29,FALSE,86.64,225.00,TRUE,EMAIL,EMAIL,Easy,8,HCL HYD PLAT,Platforms,329.99,12,329.99,0.18,2.29,18.35,233.99,4,,EMEA,enagabushanam,sgangadhari,2018-03-29 19:53:18,Thu,19,18.75
2018-04-01,2018-04-01,2018-04-08,2018-04-10,2-824121855,miizuka,Order & Line Item Setup,ja,2018-03-28,FALSE,181.21,147.41,FALSE,EMAIL,EMAIL,Medium,5,HCL JAP PLAT,Platforms,328.62,7,328.62,17.46,26.20,0.00,232.62,3,100,JAPAN,nkone,saikarthik,2018-03-28 13:32:03,Wed,13,21.06
2018-04-01,2018-04-01,2018-04-15,2018-04-17,8-988821785,hongyuzhou,Account Management,en,2018-04-04,FALSE,0.00,321.03,TRUE,PHONE,PHONE,null,0,HCL CHN PLAT,Monetization,328.19,0,328.19,0.00,0.06,7.17,232.19,0,,CHINA,nkone,saikarthik,2018-04-04 16:55:54,Wed,16,
2018-04-01,2018-04-01,2018-04-22,2018-04-25,8-197321936,smaekawa,Audience,ja,2018-04-12,FALSE,287.79,37.96,FALSE,EMAIL,EMAIL,Easy,3,HCL JAP PLAT,Platforms,325.75,7,325.75,15.04,20.56,0.00,229.75,2,,JAPAN,nkone,saikarthik,2018-04-12 15:46:56,Thu,15,5.42
2018-04-01,2018-04-01,2018-04-01,2018-04-03,9-362721536,djavvaji,Video,en,2018-03-21,FALSE,201.16,116.65,TRUE,EMAIL,EMAIL,Easy,12,HCL HYD PLAT,Platforms,324.51,9,324.51,0.70,8.81,6.69,228.51,2,,NA,djavvaji,vipinnair,2018-03-21 19:14:59,Wed,19,12.96
2018-04-01,2018-06-01,2018-06-10,2018-06-11,9-250922191,pbuyankar,Measurement,en,2018-05-29,FALSE,139.50,158.65,TRUE,EMAIL,EMAIL,Medium,10,HCL HYD PLAT,Platforms,319.97,14,319.97,0.31,7.72,21.82,223.97,3,,EMEA,enagabushanam,sgangadhari,2018-05-29 17:19:59,Tue,17,11.33
2018-04-01,2018-04-01,2018-04-22,2018-04-24,0-819221416,pbharathi,Tagging,en,2018-04-11,FALSE,240.04,79.30,FALSE,EMAIL,EMAIL,Easy,9,HCL HYD PLAT,Platforms,319.34,10,319.34,0.15,8.33,0.00,223.34,2,,EMEA,vereddy,sgangadhari,2018-04-11 14:31:10,Wed,14,7.93
2018-04-01,2018-05-01,2018-04-29,2018-05-01,5-952021614,roshnim,Formats & Creative Trafficking,en,2018-04-18,FALSE,212.38,96.61,TRUE,EMAIL,CHAT,Medium,9,HCL HYD PLAT,Consult - Platforms,319.27,8,319.27,0.06,0.07,10.28,223.27,2,,NA,pampara,vipinnair,2018-04-18 23:16:12,Wed,23,12.08
2018-04-01,2018-06-01,2018-06-24,2018-06-26,0-121022549,djavvaji,Video,en,2018-06-13,FALSE,267.85,49.89,FALSE,EMAIL,EMAIL,Easy,7,HCL HYD PLAT,Platforms,317.74,9,317.74,0.00,7.99,0.00,221.74,3,,NA,djavvaji,vipinnair,2018-06-13 19:23:24,Wed,19,5.54
2018-04-01,2018-04-01,2018-04-01,2018-04-04,4-561021653,mnoman,Publisher Controls,en,2018-03-22,FALSE,260.45,57.27,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD MON,Monetization,317.72,5,317.72,23.33,30.28,0.00,221.72,2,,EMEA,jjonnalagadda,ashwint,2018-03-22 15:35:23,Thu,15,11.45
2018-04-01,2018-05-01,2018-05-13,2018-05-17,2-603522040,abdurraheem,AMP,en,2018-05-04,FALSE,272.99,44.70,FALSE,EMAIL,EMAIL,Easy,19,HCL HYD PLAT,Platforms,317.70,16,317.70,0.00,1.97,0.00,221.70,2,,NA,djavvaji,vipinnair,2018-05-04 23:16:13,Fri,23,2.79
2018-04-01,2018-06-01,2018-06-10,2018-06-13,1-904322200,akulaaditya,Publisher Controls,en,2018-05-30,FALSE,236.49,70.13,TRUE,EMAIL,EMAIL,Medium,8,HCL HYD MON,Monetization,317.19,10,317.19,3.76,13.09,10.56,221.19,3,100,EMEA,sabaiqbal,ashwint,2018-05-31 11:33:32,Thu,11,7.01
2018-04-01,2018-04-01,2018-04-08,2018-04-09,2-635321827,tbhavana,Programmatic Direct (Deals),en,2018-03-26,FALSE,274.26,41.37,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,315.63,7,315.63,0.06,27.51,0.00,219.63,2,,APAC,susaurabh,vsunda,2018-03-27 10:42:29,Tue,10,5.91
2018-04-01,2018-04-01,2018-04-22,2018-04-23,0-482121707,sparambath,Programmatic Direct (Deals),en,2018-04-10,FALSE,283.00,32.61,FALSE,EMAIL,EMAIL,Easy,6,HCL HYD PLAT,Platforms,315.60,9,315.60,0.86,3.64,0.00,219.60,2,,NA,djavvaji,vipinnair,2018-04-11 3:19:21,Wed,3,3.62
2018-04-01,2018-04-01,2018-04-01,2018-04-03,5-252321643,sunitam,Programmatic Direct (Deals),en,2018-03-21,FALSE,294.53,20.56,FALSE,EMAIL,EMAIL,Medium,8,HCL HYD MON,Monetization,315.09,15,315.09,1.62,3.35,0.00,219.09,5,,EMEA,sabaiqbal,ashwint,2018-03-21 14:35:34,Wed,14,1.37
2018-04-01,2018-04-01,2018-04-01,2018-04-02,3-188621566,shrutivinod,Audience,en,2018-03-20,FALSE,49.70,145.07,TRUE,EMAIL,EMAIL,Easy,8,HCL HYD PLAT,Platforms,314.89,13,314.89,0.06,7.14,120.12,218.89,4,0,APAC,susaurabh,vsunda,2018-03-21 6:27:55,Wed,6,11.16
2018-04-01,2018-04-01,2018-04-29,2018-04-30,7-757821712,djavvaji,Formats & Creative Trafficking,en,2018-04-17,FALSE,223.05,73.11,TRUE,EMAIL,CHAT,Medium,10,HCL HYD PLAT,Consult - Platforms,314.79,9,314.79,0.01,0.03,18.62,218.79,1,,NA,djavvaji,vipinnair,2018-04-18 1:28:19,Wed,1,8.12
2018-04-01,2018-04-01,2018-04-08,2018-04-09,7-106921706,djavvaji,Video,en,2018-03-27,FALSE,119.89,138.65,TRUE,EMAIL,EMAIL,Medium,8,HCL HYD PLAT,Platforms,313.96,8,313.96,0.32,7.66,55.42,217.96,2,,NA,djavvaji,vipinnair,2018-03-28 1:27:03,Wed,1,17.33
2018-04-01,2018-04-01,2018-04-29,2018-04-30,4-835121641,tpadala,Order & Line Item Delivery (Adserving),en,2018-04-17,FALSE,265.28,43.84,TRUE,EMAIL,EMAIL,Easy,4,HCL HYD PLAT,Platforms,313.83,9,313.83,3.03,7.09,4.70,217.83,3,,EMEA,vereddy,sgangadhari,2018-04-17 17:19:38,Tue,17,4.87
2018-04-01,2018-06-01,2018-06-03,2018-06-05,7-424222056,spolavarapu,Order & Line Item Delivery (Adserving),en,2018-05-23,FALSE,215.82,97.80,FALSE,EMAIL,EMAIL,Easy,5,HCL HYD PLAT,Platforms,313.62,9,313.62,0.34,6.64,0.00,217.62,2,100,EMEA,vereddy,sgangadhari,2018-05-23 18:48:45,Wed,18,10.87
2018-04-01,2018-05-01,2018-05-20,2018-05-23,4-726521739,vinjamuriki,Order & Line Item Setup,en,2018-05-09,FALSE,185.68,123.43,TRUE,EMAIL,EMAIL,Easy,7,HCL HYD PLAT,Platforms,312.72,9,312.72,0.85,7.96,3.62,216.72,2,,EMEA,enagabushanam,sgangadhari,2018-05-10 12:24:22,Thu,12,13.71
2018-04-01,2018-06-01,2018-06-03,2018-06-06,0-085922176,konerub,Video,en,2018-05-24,FALSE,161.69,81.93,TRUE,EMAIL,EMAIL,Hard,5,HCL HYD MON,Monetization,312.63,8,312.63,17.87,27.00,69.01,216.63,3,,EMEA,nitikas,ashwint,2018-05-24 21:41:23,Thu,21,10.24
2018-04-01,2018-04-01,2018-04-01,2018-04-03,3-170721507,mattas,Formats & Creative Trafficking,en,2018-03-21,FALSE,159.55,150.51,TRUE,EMAIL,EMAIL,Easy,15,HCL HYD PLAT,Platforms,312.37,14,312.37,0.00,19.60,1.75,216.37,2,,EMEA,enagabushanam,sgangadhari,2018-03-21 17:03:33,Wed,17,10.75
2018-04-01,2018-06-01,2018-06-17,2018-06-17,8-599622271,tbhavana,Reporting,en,2018-06-04,FALSE,204.18,51.27,TRUE,EMAIL,EMAIL,Easy,9,HCL HYD PLAT,Platforms,312.15,13,312.15,0.18,5.44,56.69,221.24,2,100,APAC,susaurabh,vsunda,2018-06-05 7:15:50,Tue,7,3.94
2018-04-01,2018-04-01,2018-04-15,2018-04-16,4-201921799,pyasheng,Publisher Controls,ko,2018-04-03,FALSE,239.37,63.71,TRUE,EMAIL,EMAIL,null,4,HCL CHN PLAT,Monetization,311.74,9,311.74,0.27,3.58,8.66,215.74,2,,CHINA,nkone,saikarthik,2018-04-04 11:36:55,Wed,11,7.08
2018-04-01,2018-05-01,2018-05-13,2018-05-17,5-569122193,akulaaditya,Policy,en,2018-05-04,FALSE,255.65,44.10,TRUE,EMAIL,EMAIL,Hard,6,HCL HYD MON,Monetization,311.73,12,311.73,3.94,5.36,11.98,215.73,3,,EMEA,malavikas,ashwint,2018-05-04 15:50:15,Fri,15,3.67
2018-04-01,2018-06-01,2018-06-17,2018-06-18,0-791522618,koduganti,Administration,en,2018-06-05,FALSE,278.89,32.43,FALSE,EMAIL,EMAIL,Medium,11,HCL HYD MON,Monetization,311.33,13,311.33,1.46,3.10,0.00,215.33,3,,APAC,praveenrao,larasur,2018-06-06 11:56:43,Wed,11,2.49
2018-04-01,2018-04-01,2018-04-22,2018-04-23,8-699821731,bpullivarthi,Programmatic Direct (Deals),en,2018-04-10,FALSE,300.17,10.96,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD PLAT,Platforms,311.13,9,311.13,0.66,3.83,0.00,215.13,3,,NA,nayaka,sbalasundaram,2018-04-10 21:44:04,Tue,21,1.22
2018-04-01,2018-04-01,2018-04-08,2018-04-10,9-233521796,msaheb,Formats & Creative Trafficking,en,2018-03-28,FALSE,230.92,76.98,TRUE,EMAIL,EMAIL,Medium,16,HCL HYD PLAT,Platforms,311.13,11,311.13,0.37,1.83,3.23,215.13,2,,APAC,mrengarajan,vsunda,2018-03-28 18:53:29,Wed,18,7.00
2018-04-01,2018-06-01,2018-06-10,2018-06-11,8-618722499,ananthkumara,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-29,FALSE,220.48,61.37,TRUE,EMAIL,EMAIL,Hard,5,HCL HYD MON,Monetization,310.12,11,310.12,0.57,4.14,28.27,214.12,3,,EMEA,aaluguri,ashwint,2018-05-29 20:57:32,Tue,20,5.58
2018-04-01,2018-05-01,2018-04-29,2018-05-01,9-042622028,djavvaji,Video,en,2018-04-18,FALSE,191.00,106.75,TRUE,EMAIL,EMAIL,Medium,4,HCL HYD PLAT,Platforms,309.99,7,309.99,0.92,3.14,12.24,213.99,2,,NA,djavvaji,vipinnair,2018-04-19 2:43:50,Thu,2,15.25
2018-04-01,2018-04-01,2018-04-08,2018-04-09,1-153521470,sandepudiv,Native,en,2018-03-27,FALSE,246.24,58.95,TRUE,EMAIL,CHAT,Medium,4,HCL HYD MON,Consult - Monetization,309.75,6,309.75,0.08,0.08,4.55,213.75,1,,EMEA,jjonnalagadda,ashwint,2018-03-27 18:57:28,Tue,18,9.82
2018-04-01,2018-05-01,2018-05-20,2018-05-20,1-272722225,shrutivinod,Policy,en,2018-05-07,FALSE,182.70,126.76,FALSE,EMAIL,EMAIL,Easy,14,HCL HYD PLAT,Monetization,309.46,17,309.46,0.04,4.83,0.00,219.43,4,100,APAC,susaurabh,vsunda,2018-05-08 9:04:17,Tue,9,7.46
2018-04-01,2018-04-01,2018-04-01,2018-04-02,1-154321071,vbandlapalli,Programmatic Direct (Deals),en,2018-03-20,FALSE,281.00,28.15,FALSE,EMAIL,EMAIL,Medium,11,HCL HYD MON,Monetization,309.16,5,309.16,15.06,20.55,0.00,213.16,1,,NA,arghyamitra,mshabbir,2018-03-21 5:25:46,Wed,5,5.63
2018-04-01,2018-04-01,2018-04-15,2018-04-16,1-861621555,reeturajput,Video,en,2018-04-03,FALSE,122.34,181.24,TRUE,EMAIL,EMAIL,Medium,22,HCL HYD PLAT,Platforms,309.04,12,309.04,0.14,1.61,5.45,213.04,4,,EMEA,vereddy,sgangadhari,2018-04-04 0:45:27,Wed,0,15.10
2018-04-01,2018-06-01,2018-06-03,2018-06-04,6-662422388,mimohammed,Reporting,en,2018-05-22,FALSE,153.48,59.59,TRUE,EMAIL,CHAT,Medium,3,HCL HYD MON,Consult - Monetization,308.74,6,308.74,0.04,0.04,95.66,212.74,2,,NA,jjaleel,mshabbir,2018-05-23 1:32:09,Wed,1,9.93
2018-04-01,2018-05-01,2018-05-06,2018-05-07,3-246721862,cborchetia,Measurement,en,2018-04-24,FALSE,226.29,47.29,TRUE,EMAIL,CHAT,Medium,5,HCL HYD PLAT,Consult - Platforms,308.20,12,308.20,0.07,0.08,34.62,212.20,4,,NA,nayaka,sbalasundaram,2018-04-25 1:55:33,Wed,1,3.94
2018-04-01,2018-04-01,2018-04-22,2018-04-24,3-833521348,ntomar,Order & Line Item Delivery (Adserving),en,2018-04-11,FALSE,171.44,129.68,TRUE,EMAIL,CHAT,Hard,9,HCL HYD MON,Consult - Monetization,307.20,10,307.20,0.00,0.01,6.08,211.20,2,,EMEA,nitikas,ashwint,2018-04-11 21:49:25,Wed,21,12.97
2018-04-01,2018-05-01,2018-05-06,2018-05-07,4-601421981,bpullivarthi,Programmatic Direct (Deals),en,2018-04-24,FALSE,53.12,129.67,TRUE,EMAIL,EMAIL,Medium,6,HCL HYD PLAT,Platforms,306.18,10,306.18,11.86,14.35,123.38,210.18,2,,NA,nayaka,sbalasundaram,2018-04-25 5:08:26,Wed,5,12.97
2018-04-01,2018-04-01,2018-04-08,2018-04-10,5-212221579,mpostel,Programmatic Direct (Deals),fr,2018-03-28,FALSE,255.68,49.98,FALSE,EMAIL,EMAIL,Easy,5,HCL DUB MON,Monetization,305.66,5,305.66,3.44,20.73,0.00,209.66,1,,DUBLIN,hmatos,hmatos,2018-03-28 21:35:55,Wed,21,10.00
2018-04-01,2018-04-01,2018-04-01,2018-04-04,4-007021651,cborchetia,Audience,fr,2018-03-22,FALSE,268.56,22.58,TRUE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,305.43,4,305.43,11.97,20.07,14.28,209.43,1,,NA,vereddy,sgangadhari,2018-03-22 23:36:26,Thu,23,5.65
2018-04-01,2018-06-01,2018-06-10,2018-06-11,2-931822404,sunitam,Programmatic Direct (Deals),en,2018-05-29,FALSE,167.45,101.82,TRUE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,299.20,8,299.20,3.72,6.96,29.92,203.20,1,,EMEA,nitikas,ashwint,2018-05-30 11:54:35,Wed,11,12.73
2018-04-01,2018-04-01,2018-04-01,2018-04-03,8-258721194,reeturajput,Video,en,2018-03-21,FALSE,266.04,32.46,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,298.51,5,298.51,12.41,18.88,0.00,202.51,1,,EMEA,vereddy,sgangadhari,2018-03-22 3:06:35,Thu,3,6.49
2018-04-01,2018-04-01,2018-04-01,2018-04-04,4-197521460,lnadupalli,Publisher Controls,en,2018-03-23,FALSE,122.93,93.27,TRUE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Monetization,296.40,6,296.40,0.00,68.88,17.24,200.40,2,,NA,jjaleel,mshabbir,2018-03-23 20:08:43,Fri,20,15.54
2018-04-01,2018-05-01,2018-05-13,2018-05-14,9-784022046,manojgulati,Formats & Creative Trafficking,en,2018-05-02,FALSE,284.39,10.21,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD PLAT,Platforms,294.59,8,294.59,0.20,1.45,0.00,198.59,2,,NA,lucyk,sbalasundaram,2018-05-02 22:59:46,Wed,22,1.28
2018-04-01,2018-05-01,2018-05-27,2018-05-28,6-631922164,motokit,Publisher Controls,ja,2018-05-15,FALSE,135.31,151.43,TRUE,EMAIL,EMAIL,Easy,7,HCL JAP PLAT,Monetization,293.38,9,293.38,0.31,5.69,6.64,197.38,1,,JAPAN,nkone,saikarthik,2018-05-16 9:20:57,Wed,9,16.83
2018-04-01,2018-04-01,2018-04-08,2018-04-09,4-879421799,sunitam,Policy,en,2018-03-28,FALSE,187.98,98.28,TRUE,EMAIL,EMAIL,Hard,8,HCL HYD MON,Monetization,293.09,10,293.09,2.11,6.29,6.82,197.09,3,,EMEA,sabaiqbal,ashwint,2018-03-28 14:24:27,Wed,14,9.83
2018-04-01,2018-05-01,2018-04-29,2018-05-02,5-758421696,mnoman,Policy,en,2018-04-20,FALSE,226.99,33.48,TRUE,EMAIL,EMAIL,Medium,4,HCL HYD MON,Monetization,293.07,10,293.07,2.26,4.88,32.60,197.07,3,,EMEA,jjonnalagadda,ashwint,2018-04-20 16:23:49,Fri,16,3.35
2018-04-01,2018-06-01,2018-06-10,2018-06-12,5-995622226,vpothakamuri,Programmatic Direct (Deals),en,2018-05-31,FALSE,247.46,42.63,TRUE,EMAIL,EMAIL,Medium,5,HCL HYD MON,Monetization,292.88,7,292.88,0.00,6.49,2.79,196.88,1,,APAC,ldaram,larasur,2018-06-01 6:52:52,Fri,6,6.09
